Chord,Octave,Notes,Midi numbers,Formula
Dmin13,5,"D, F, A, C, E, G, B","62, 65, 69, 72, 76, 79, 83","0, 3, 7, 10, 14, 17, 21"
Dmaj6,5,"D, F#, A, B","62, 66, 69, 71","0, 4, 7, 9"
Db6,5,"D, F#, A, A#","62, 66, 69, 70","0, 4, 7, 8"
Db3,5,"D, E, F#, A","62, 64, 66, 69","0, 2, 4, 7"
D#9,5,"D, F#, A, F","62, 66, 69, 77","0, 4, 7, 15"
Ddim7,5,"D, F, G#, B","62, 65, 68, 71","0, 3, 6, 9"
Dmin6,5,"D, F, A, B","62, 65, 69, 71","0, 3, 7, 9"
Dmaj9,5,"D, F#, A, C#, E","62, 66, 69, 73, 76","0, 4, 7, 11, 14"
D7sus4,5,"D, G, A, C","62, 67, 69, 72","0, 5, 7, 10"
D7sus2,5,"D, E, A, C","62, 64, 69, 72","0, 2, 7, 10"
D7b5,5,"D, F#, G#, C","62, 66, 68, 72","0, 4, 6, 10"
D7#5,5,"D, F#, A#, C","62, 66, 70, 72","0, 4, 8, 10"
D7b9,5,"D, F#, A, C, D#","62, 66, 69, 72, 75","0, 4, 7, 10, 13"
D#4,5,"D, G#, A","62, 68, 69","0, 6, 7"
D7#9,5,"D, F#, A, C, F","62, 66, 69, 72, 77","0, 4, 7, 10, 15"
Dhdim,5,"D, F, G#, C","62, 65, 68, 72","0, 3, 6, 10"
D#maj,5,"D#, G, A#","63, 67, 70","0, 4, 7"
D#min,5,"D#, F#, A#","63, 66, 70","0, 3, 7"
D#7,5,"D#, G, A#, C#","63, 67, 70, 73","0, 4, 7, 10"
D#maj7,5,"D#, G, A#, D","63, 67, 70, 74","0, 4, 7, 11"
D#min7,5,"D#, F#, A#, C#","63, 66, 70, 73","0, 3, 7, 10"
D#minmaj7,5,"D#, F#, A#, D","63, 66, 70, 74","0, 3, 7, 11"
D#dim,5,"D#, F#, A","63, 66, 69","0, 3, 6"
D#aug,5,"D#, G, B","63, 67, 71","0, 4, 8"
D#aug(b7),5,"D#, G, B, D","63, 67, 71, 74","0, 4, 8, 11"
D#sus2,5,"D#, F, A#","63, 65, 70","0, 2, 7"
D#sus4,5,"D#, G#, A#","63, 68, 70","0, 5, 7"
D#9,5,"D#, G, A#, C#, F","63, 67, 70, 73, 77","0, 4, 7, 10, 14"
D#11,5,"D#, G, A#, C#, F, G#","63, 67, 70, 73, 77, 80","0, 4, 7, 10, 14, 17"
D#13,5,"D#, G, A#, C#, F, G#, C","63, 67, 70, 73, 77, 80, 84","0, 4, 7, 10, 14, 17, 21"
D#min9,5,"D#, F#, A#, C#, F","63, 66, 70, 73, 77","0, 3, 7, 10, 14"
D#min11,5,"D#, F#, A#, C#, F, G#","63, 66, 70, 73, 77, 80","0, 3, 7, 10, 14, 17"
D#min13,5,"D#, F#, A#, C#, F, G#, C","63, 66, 70, 73, 77, 80, 84","0, 3, 7, 10, 14, 17, 21"
D#maj6,5,"D#, G, A#, C","63, 67, 70, 72","0, 4, 7, 9"
D#b6,5,"D#, G, A#, B","63, 67, 70, 71","0, 4, 7, 8"
D#b3,5,"D#, F, G, A#","63, 65, 67, 70","0, 2, 4, 7"
D##9,5,"D#, G, A#, F#","63, 67, 70, 78","0, 4, 7, 15"
D#dim7,5,"D#, F#, A, C","63, 66, 69, 72","0, 3, 6, 9"
D#min6,5,"D#, F#, A#, C","63, 66, 70, 72","0, 3, 7, 9"
D#maj9,5,"D#, G, A#, D, F","63, 67, 70, 74, 77","0, 4, 7, 11, 14"
D#7sus4,5,"D#, G#, A#, C#","63, 68, 70, 73","0, 5, 7, 10"
D#7sus2,5,"D#, F, A#, C#","63, 65, 70, 73","0, 2, 7, 10"
D#7b5,5,"D#, G, A, C#","63, 67, 69, 73","0, 4, 6, 10"
D#7#5,5,"D#, G, B, C#","63, 67, 71, 73","0, 4, 8, 10"
D#7b9,5,"D#, G, A#, C#, E","63, 67, 70, 73, 76","0, 4, 7, 10, 13"
D##4,5,"D#, A, A#","63, 69, 70","0, 6, 7"
D#7#9,5,"D#, G, A#, C#, F#","63, 67, 70, 73, 78","0, 4, 7, 10, 15"
D#hdim,5,"D#, F#, A, C#","63, 66, 69, 73","0, 3, 6, 10"
Emaj,5,"E, G#, B","64, 68, 71","0, 4, 7"
Emin,5,"E, G, B","64, 67, 71","0, 3, 7"
E7,5,"E, G#, B, D","64, 68, 71, 74","0, 4, 7, 10"
Emaj7,5,"E, G#, B, D#","64, 68, 71, 75","0, 4, 7, 11"
Emin7,5,"E, G, B, D","64, 67, 71, 74","0, 3, 7, 10"
Eminmaj7,5,"E, G, B, D#","64, 67, 71, 75","0, 3, 7, 11"
Edim,5,"E, G, A#","64, 67, 70","0, 3, 6"
Eaug,5,"E, G#, C","64, 68, 72","0, 4, 8"
Eaug(b7),5,"E, G#, C, D#","64, 68, 72, 75","0, 4, 8, 11"
Esus2,5,"E, F#, B","64, 66, 71","0, 2, 7"
Esus4,5,"E, A, B","64, 69, 71","0, 5, 7"
E9,5,"E, G#, B, D, F#","64, 68, 71, 74, 78","0, 4, 7, 10, 14"
E11,5,"E, G#, B, D, F#, A","64, 68, 71, 74, 78, 81","0, 4, 7, 10, 14, 17"
E13,5,"E, G#, B, D, F#, A, C#","64, 68, 71, 74, 78, 81, 85","0, 4, 7, 10, 14, 17, 21"
Emin9,5,"E, G, B, D, F#","64, 67, 71, 74, 78","0, 3, 7, 10, 14"
Emin11,5,"E, G, B, D, F#, A","64, 67, 71, 74, 78, 81","0, 3, 7, 10, 14, 17"
Emin13,5,"E, G, B, D, F#, A, C#","64, 67, 71, 74, 78, 81, 85","0, 3, 7, 10, 14, 17, 21"
Emaj6,5,"E, G#, B, C#","64, 68, 71, 73","0, 4, 7, 9"
Eb6,5,"E, G#, B, C","64, 68, 71, 72","0, 4, 7, 8"
Eb3,5,"E, F#, G#, B","64, 66, 68, 71","0, 2, 4, 7"
E#9,5,"E, G#, B, G","64, 68, 71, 79","0, 4, 7, 15"
Edim7,5,"E, G, A#, C#","64, 67, 70, 73","0, 3, 6, 9"
Emin6,5,"E, G, B, C#","64, 67, 71, 73","0, 3, 7, 9"
Emaj9,5,"E, G#, B, D#, F#","64, 68, 71, 75, 78","0, 4, 7, 11, 14"
E7sus4,5,"E, A, B, D","64, 69, 71, 74","0, 5, 7, 10"
E7sus2,5,"E, F#, B, D","64, 66, 71, 74","0, 2, 7, 10"
E7b5,5,"E, G#, A#, D","64, 68, 70, 74","0, 4, 6, 10"
E7#5,5,"E, G#, C, D","64, 68, 72, 74","0, 4, 8, 10"
E7b9,5,"E, G#, B, D, F","64, 68, 71, 74, 77","0, 4, 7, 10, 13"
E#4,5,"E, A#, B","64, 70, 71","0, 6, 7"
E7#9,5,"E, G#, B, D, G","64, 68, 71, 74, 79","0, 4, 7, 10, 15"
Ehdim,5,"E, G, A#, D","64, 67, 70, 74","0, 3, 6, 10"
Fmaj,5,"F, A, C","65, 69, 72","0, 4, 7"
Fmin,5,"F, G#, C","65, 68, 72","0, 3, 7"
F7,5,"F, A, C, D#","65, 69, 72, 75","0, 4, 7, 10"
Fmaj7,5,"F, A, C, E","65, 69, 72, 76","0, 4, 7, 11"
Fmin7,5,"F, G#, C, D#","65, 68, 72, 75","0, 3, 7, 10"
Fminmaj7,5,"F, G#, C, E","65, 68, 72, 76","0, 3, 7, 11"
Fdim,5,"F, G#, B","65, 68, 71","0, 3, 6"
Faug,5,"F, A, C#","65, 69, 73","0, 4, 8"
Faug(b7),5,"F, A, C#, E","65, 69, 73, 76","0, 4, 8, 11"
Fsus2,5,"F, G, C","65, 67, 72","0, 2, 7"
Fsus4,5,"F, A#, C","65, 70, 72","0, 5, 7"
F9,5,"F, A, C, D#, G","65, 69, 72, 75, 79","0, 4, 7, 10, 14"
F11,5,"F, A, C, D#, G, A#","65, 69, 72, 75, 79, 82","0, 4, 7, 10, 14, 17"
F13,5,"F, A, C, D#, G, A#, D","65, 69, 72, 75, 79, 82, 86","0, 4, 7, 10, 14, 17, 21"
Fmin9,5,"F, G#, C, D#, G","65, 68, 72, 75, 79","0, 3, 7, 10, 14"
Fmin11,5,"F, G#, C, D#, G, A#","65, 68, 72, 75, 79, 82","0, 3, 7, 10, 14, 17"
Fmin13,5,"F, G#, C, D#, G, A#, D","65, 68, 72, 75, 79, 82, 86","0, 3, 7, 10, 14, 17, 21"
Fmaj6,5,"F, A, C, D","65, 69, 72, 74","0, 4, 7, 9"
Fb6,5,"F, A, C, C#","65, 69, 72, 73","0, 4, 7, 8"
Fb3,5,"F, G, A, C","65, 67, 69, 72","0, 2, 4, 7"
F#9,5,"F, A, C, G#","65, 69, 72, 80","0, 4, 7, 15"
Fdim7,5,"F, G#, B, D","65, 68, 71, 74","0, 3, 6, 9"
Fmin6,5,"F, G#, C, D","65, 68, 72, 74","0, 3, 7, 9"
Fmaj9,5,"F, A, C, E, G","65, 69, 72, 76, 79","0, 4, 7, 11, 14"
F7sus4,5,"F, A#, C, D#","65, 70, 72, 75","0, 5, 7, 10"
F7sus2,5,"F, G, C, D#","65, 67, 72, 75","0, 2, 7, 10"
F7b5,5,"F, A, B, D#","65, 69, 71, 75","0, 4, 6, 10"
F7#5,5,"F, A, C#, D#","65, 69, 73, 75","0, 4, 8, 10"
F7b9,5,"F, A, C, D#, F#","65, 69, 72, 75, 78","0, 4, 7, 10, 13"
F#4,5,"F, B, C","65, 71, 72","0, 6, 7"
F7#9,5,"F, A, C, D#, G#","65, 69, 72, 75, 80","0, 4, 7, 10, 15"
Fhdim,5,"F, G#, B, D#","65, 68, 71, 75","0, 3, 6, 10"
F#maj,5,"F#, A#, C#","66, 70, 73","0, 4, 7"
F#min,5,"F#, A, C#","66, 69, 73","0, 3, 7"
F#7,5,"F#, A#, C#, E","66, 70, 73, 76","0, 4, 7, 10"
F#maj7,5,"F#, A#, C#, F","66, 70, 73, 77","0, 4, 7, 11"
F#min7,5,"F#, A, C#, E","66, 69, 73, 76","0, 3, 7, 10"
F#minmaj7,5,"F#, A, C#, F","66, 69, 73, 77","0, 3, 7, 11"
F#dim,5,"F#, A, C","66, 69, 72","0, 3, 6"
F#aug,5,"F#, A#, D","66, 70, 74","0, 4, 8"
F#aug(b7),5,"F#, A#, D, F","66, 70, 74, 77","0, 4, 8, 11"
F#sus2,5,"F#, G#, C#","66, 68, 73","0, 2, 7"
F#sus4,5,"F#, B, C#","66, 71, 73","0, 5, 7"
F#9,5,"F#, A#, C#, E, G#","66, 70, 73, 76, 80","0, 4, 7, 10, 14"
F#11,5,"F#, A#, C#, E, G#, B","66, 70, 73, 76, 80, 83","0, 4, 7, 10, 14, 17"
F#13,5,"F#, A#, C#, E, G#, B, D#","66, 70, 73, 76, 80, 83, 87","0, 4, 7, 10, 14, 17, 21"
F#min9,5,"F#, A, C#, E, G#","66, 69, 73, 76, 80","0, 3, 7, 10, 14"
F#min11,5,"F#, A, C#, E, G#, B","66, 69, 73, 76, 80, 83","0, 3, 7, 10, 14, 17"
F#min13,5,"F#, A, C#, E, G#, B, D#","66, 69, 73, 76, 80, 83, 87","0, 3, 7, 10, 14, 17, 21"
F#maj6,5,"F#, A#, C#, D#","66, 70, 73, 75","0, 4, 7, 9"
F#b6,5,"F#, A#, C#, D","66, 70, 73, 74","0, 4, 7, 8"
F#b3,5,"F#, G#, A#, C#","66, 68, 70, 73","0, 2, 4, 7"
F##9,5,"F#, A#, C#, A","66, 70, 73, 81","0, 4, 7, 15"
F#dim7,5,"F#, A, C, D#","66, 69, 72, 75","0, 3, 6, 9"
F#min6,5,"F#, A, C#, D#","66, 69, 73, 75","0, 3, 7, 9"
F#maj9,5,"F#, A#, C#, F, G#","66, 70, 73, 77, 80","0, 4, 7, 11, 14"
F#7sus4,5,"F#, B, C#, E","66, 71, 73, 76","0, 5, 7, 10"
F#7sus2,5,"F#, G#, C#, E","66, 68, 73, 76","0, 2, 7, 10"
F#7b5,5,"F#, A#, C, E","66, 70, 72, 76","0, 4, 6, 10"
F#7#5,5,"F#, A#, D, E","66, 70, 74, 76","0, 4, 8, 10"
F#7b9,5,"F#, A#, C#, E, G","66, 70, 73, 76, 79","0, 4, 7, 10, 13"
F##4,5,"F#, C, C#","66, 72, 73","0, 6, 7"
F#7#9,5,"F#, A#, C#, E, A","66, 70, 73, 76, 81","0, 4, 7, 10, 15"
F#hdim,5,"F#, A, C, E","66, 69, 72, 76","0, 3, 6, 10"
Gmaj,5,"G, B, D","67, 71, 74","0, 4, 7"
Gmin,5,"G, A#, D","67, 70, 74","0, 3, 7"
G7,5,"G, B, D, F","67, 71, 74, 77","0, 4, 7, 10"
Gmaj7,5,"G, B, D, F#","67, 71, 74, 78","0, 4, 7, 11"
Gmin7,5,"G, A#, D, F","67, 70, 74, 77","0, 3, 7, 10"
Gminmaj7,5,"G, A#, D, F#","67, 70, 74, 78","0, 3, 7, 11"
Gdim,5,"G, A#, C#","67, 70, 73","0, 3, 6"
Gaug,5,"G, B, D#","67, 71, 75","0, 4, 8"
Gaug(b7),5,"G, B, D#, F#","67, 71, 75, 78","0, 4, 8, 11"
Gsus2,5,"G, A, D","67, 69, 74","0, 2, 7"
Gsus4,5,"G, C, D","67, 72, 74","0, 5, 7"
G9,5,"G, B, D, F, A","67, 71, 74, 77, 81","0, 4, 7, 10, 14"
G11,5,"G, B, D, F, A, C","67, 71, 74, 77, 81, 84","0, 4, 7, 10, 14, 17"
G13,5,"G, B, D, F, A, C, E","67, 71, 74, 77, 81, 84, 88","0, 4, 7, 10, 14, 17, 21"
Gmin9,5,"G, A#, D, F, A","67, 70, 74, 77, 81","0, 3, 7, 10, 14"
Gmin11,5,"G, A#, D, F, A, C","67, 70, 74, 77, 81, 84","0, 3, 7, 10, 14, 17"
Gmin13,5,"G, A#, D, F, A, C, E","67, 70, 74, 77, 81, 84, 88","0, 3, 7, 10, 14, 17, 21"
Gmaj6,5,"G, B, D, E","67, 71, 74, 76","0, 4, 7, 9"
Gb6,5,"G, B, D, D#","67, 71, 74, 75","0, 4, 7, 8"
Gb3,5,"G, A, B, D","67, 69, 71, 74","0, 2, 4, 7"
G#9,5,"G, B, D, A#","67, 71, 74, 82","0, 4, 7, 15"
Gdim7,5,"G, A#, C#, E","67, 70, 73, 76","0, 3, 6, 9"
Gmin6,5,"G, A#, D, E","67, 70, 74, 76","0, 3, 7, 9"
Gmaj9,5,"G, B, D, F#, A","67, 71, 74, 78, 81","0, 4, 7, 11, 14"
G7sus4,5,"G, C, D, F","67, 72, 74, 77","0, 5, 7, 10"
G7sus2,5,"G, A, D, F","67, 69, 74, 77","0, 2, 7, 10"
G7b5,5,"G, B, C#, F","67, 71, 73, 77","0, 4, 6, 10"
G7#5,5,"G, B, D#, F","67, 71, 75, 77","0, 4, 8, 10"
G7b9,5,"G, B, D, F, G#","67, 71, 74, 77, 80","0, 4, 7, 10, 13"
G#4,5,"G, C#, D","67, 73, 74","0, 6, 7"
G7#9,5,"G, B, D, F, A#","67, 71, 74, 77, 82","0, 4, 7, 10, 15"
Ghdim,5,"G, A#, C#, F","67, 70, 73, 77","0, 3, 6, 10"
G#maj,5,"G#, C, D#","68, 72, 75","0, 4, 7"
G#min,5,"G#, B, D#","68, 71, 75","0, 3, 7"
G#7,5,"G#, C, D#, F#","68, 72, 75, 78","0, 4, 7, 10"
G#maj7,5,"G#, C, D#, G","68, 72, 75, 79","0, 4, 7, 11"
G#min7,5,"G#, B, D#, F#","68, 71, 75, 78","0, 3, 7, 10"
G#minmaj7,5,"G#, B, D#, G","68, 71, 75, 79","0, 3, 7, 11"
G#dim,5,"G#, B, D","68, 71, 74","0, 3, 6"
G#aug,5,"G#, C, E","68, 72, 76","0, 4, 8"
G#aug(b7),5,"G#, C, E, G","68, 72, 76, 79","0, 4, 8, 11"
G#sus2,5,"G#, A#, D#","68, 70, 75","0, 2, 7"
G#sus4,5,"G#, C#, D#","68, 73, 75","0, 5, 7"
G#9,5,"G#, C, D#, F#, A#","68, 72, 75, 78, 82","0, 4, 7, 10, 14"
G#11,5,"G#, C, D#, F#, A#, C#","68, 72, 75, 78, 82, 85","0, 4, 7, 10, 14, 17"
G#13,5,"G#, C, D#, F#, A#, C#, F","68, 72, 75, 78, 82, 85, 89","0, 4, 7, 10, 14, 17, 21"
G#min9,5,"G#, B, D#, F#, A#","68, 71, 75, 78, 82","0, 3, 7, 10, 14"
G#min11,5,"G#, B, D#, F#, A#, C#","68, 71, 75, 78, 82, 85","0, 3, 7, 10, 14, 17"
G#min13,5,"G#, B, D#, F#, A#, C#, F","68, 71, 75, 78, 82, 85, 89","0, 3, 7, 10, 14, 17, 21"
G#maj6,5,"G#, C, D#, F","68, 72, 75, 77","0, 4, 7, 9"
G#b6,5,"G#, C, D#, E","68, 72, 75, 76","0, 4, 7, 8"
G#b3,5,"G#, A#, C, D#","68, 70, 72, 75","0, 2, 4, 7"
G##9,5,"G#, C, D#, B","68, 72, 75, 83","0, 4, 7, 15"
G#dim7,5,"G#, B, D, F","68, 71, 74, 77","0, 3, 6, 9"
G#min6,5,"G#, B, D#, F","68, 71, 75, 77","0, 3, 7, 9"
G#maj9,5,"G#, C, D#, G, A#","68, 72, 75, 79, 82","0, 4, 7, 11, 14"
G#7sus4,5,"G#, C#, D#, F#","68, 73, 75, 78","0, 5, 7, 10"
G#7sus2,5,"G#, A#, D#, F#","68, 70, 75, 78","0, 2, 7, 10"
G#7b5,5,"G#, C, D, F#","68, 72, 74, 78","0, 4, 6, 10"
G#7#5,5,"G#, C, E, F#","68, 72, 76, 78","0, 4, 8, 10"
G#7b9,5,"G#, C, D#, F#, A","68, 72, 75, 78, 81","0, 4, 7, 10, 13"
G##4,5,"G#, D, D#","68, 74, 75","0, 6, 7"
G#7#9,5,"G#, C, D#, F#, B","68, 72, 75, 78, 83","0, 4, 7, 10, 15"
G#hdim,5,"G#, B, D, F#","68, 71, 74, 78","0, 3, 6, 10"
Amaj,5,"A, C#, E","69, 73, 76","0, 4, 7"
Amin,5,"A, C, E","69, 72, 76","0, 3, 7"
A7,5,"A, C#, E, G","69, 73, 76, 79","0, 4, 7, 10"
Amaj7,5,"A, C#, E, G#","69, 73, 76, 80","0, 4, 7, 11"
Amin7,5,"A, C, E, G","69, 72, 76, 79","0, 3, 7, 10"
Aminmaj7,5,"A, C, E, G#","69, 72, 76, 80","0, 3, 7, 11"
Adim,5,"A, C, D#","69, 72, 75","0, 3, 6"
Aaug,5,"A, C#, F","69, 73, 77","0, 4, 8"
Aaug(b7),5,"A, C#, F, G#","69, 73, 77, 80","0, 4, 8, 11"
Asus2,5,"A, B, E","69, 71, 76","0, 2, 7"
Asus4,5,"A, D, E","69, 74, 76","0, 5, 7"
A9,5,"A, C#, E, G, B","69, 73, 76, 79, 83","0, 4, 7, 10, 14"
A11,5,"A, C#, E, G, B, D","69, 73, 76, 79, 83, 86","0, 4, 7, 10, 14, 17"
A13,5,"A, C#, E, G, B, D, F#","69, 73, 76, 79, 83, 86, 90","0, 4, 7, 10, 14, 17, 21"
Amin9,5,"A, C, E, G, B","69, 72, 76, 79, 83","0, 3, 7, 10, 14"
Amin11,5,"A, C, E, G, B, D","69, 72, 76, 79, 83, 86","0, 3, 7, 10, 14, 17"
Amin13,5,"A, C, E, G, B, D, F#","69, 72, 76, 79, 83, 86, 90","0, 3, 7, 10, 14, 17, 21"
Amaj6,5,"A, C#, E, F#","69, 73, 76, 78","0, 4, 7, 9"
Ab6,5,"A, C#, E, F","69, 73, 76, 77","0, 4, 7, 8"
Ab3,5,"A, B, C#, E","69, 71, 73, 76","0, 2, 4, 7"
A#9,5,"A, C#, E, C","69, 73, 76, 84","0, 4, 7, 15"
Adim7,5,"A, C, D#, F#","69, 72, 75, 78","0, 3, 6, 9"
Amin6,5,"A, C, E, F#","69, 72, 76, 78","0, 3, 7, 9"
Amaj9,5,"A, C#, E, G#, B","69, 73, 76, 80, 83","0, 4, 7, 11, 14"
A7sus4,5,"A, D, E, G","69, 74, 76, 79","0, 5, 7, 10"
A7sus2,5,"A, B, E, G","69, 71, 76, 79","0, 2, 7, 10"
A7b5,5,"A, C#, D#, G","69, 73, 75, 79","0, 4, 6, 10"
A7#5,5,"A, C#, F, G","69, 73, 77, 79","0, 4, 8, 10"
A7b9,5,"A, C#, E, G, A#","69, 73, 76, 79, 82","0, 4, 7, 10, 13"
A#4,5,"A, D#, E","69, 75, 76","0, 6, 7"
A7#9,5,"A, C#, E, G, C","69, 73, 76, 79, 84","0, 4, 7, 10, 15"
Ahdim,5,"A, C, D#, G","69, 72, 75, 79","0, 3, 6, 10"
A#maj,5,"A#, D, F","70, 74, 77","0, 4, 7"
A#min,5,"A#, C#, F","70, 73, 77","0, 3, 7"
A#7,5,"A#, D, F, G#","70, 74, 77, 80","0, 4, 7, 10"
A#maj7,5,"A#, D, F, A","70, 74, 77, 81","0, 4, 7, 11"
A#min7,5,"A#, C#, F, G#","70, 73, 77, 80","0, 3, 7, 10"
A#minmaj7,5,"A#, C#, F, A","70, 73, 77, 81","0, 3, 7, 11"
A#dim,5,"A#, C#, E","70, 73, 76","0, 3, 6"
A#aug,5,"A#, D, F#","70, 74, 78","0, 4, 8"
A#aug(b7),5,"A#, D, F#, A","70, 74, 78, 81","0, 4, 8, 11"
A#sus2,5,"A#, C, F","70, 72, 77","0, 2, 7"
A#sus4,5,"A#, D#, F","70, 75, 77","0, 5, 7"
A#9,5,"A#, D, F, G#, C","70, 74, 77, 80, 84","0, 4, 7, 10, 14"
A#11,5,"A#, D, F, G#, C, D#","70, 74, 77, 80, 84, 87","0, 4, 7, 10, 14, 17"
A#13,5,"A#, D, F, G#, C, D#, G","70, 74, 77, 80, 84, 87, 91","0, 4, 7, 10, 14, 17, 21"
A#min9,5,"A#, C#, F, G#, C","70, 73, 77, 80, 84","0, 3, 7, 10, 14"
A#min11,5,"A#, C#, F, G#, C, D#","70, 73, 77, 80, 84, 87","0, 3, 7, 10, 14, 17"
A#min13,5,"A#, C#, F, G#, C, D#, G","70, 73, 77, 80, 84, 87, 91","0, 3, 7, 10, 14, 17, 21"
A#maj6,5,"A#, D, F, G","70, 74, 77, 79","0, 4, 7, 9"
A#b6,5,"A#, D, F, F#","70, 74, 77, 78","0, 4, 7, 8"
A#b3,5,"A#, C, D, F","70, 72, 74, 77","0, 2, 4, 7"
A##9,5,"A#, D, F, C#","70, 74, 77, 85","0, 4, 7, 15"
A#dim7,5,"A#, C#, E, G","70, 73, 76, 79","0, 3, 6, 9"
A#min6,5,"A#, C#, F, G","70, 73, 77, 79","0, 3, 7, 9"
A#maj9,5,"A#, D, F, A, C","70, 74, 77, 81, 84","0, 4, 7, 11, 14"
A#7sus4,5,"A#, D#, F, G#","70, 75, 77, 80","0, 5, 7, 10"
A#7sus2,5,"A#, C, F, G#","70, 72, 77, 80","0, 2, 7, 10"
A#7b5,5,"A#, D, E, G#","70, 74, 76, 80","0, 4, 6, 10"
A#7#5,5,"A#, D, F#, G#","70, 74, 78, 80","0, 4, 8, 10"
A#7b9,5,"A#, D, F, G#, B","70, 74, 77, 80, 83","0, 4, 7, 10, 13"
A##4,5,"A#, E, F","70, 76, 77","0, 6, 7"
A#7#9,5,"A#, D, F, G#, C#","70, 74, 77, 80, 85","0, 4, 7, 10, 15"
A#hdim,5,"A#, C#, E, G#","70, 73, 76, 80","0, 3, 6, 10"
Bmaj,5,"B, D#, F#","71, 75, 78","0, 4, 7"
Bmin,5,"B, D, F#","71, 74, 78","0, 3, 7"
B7,5,"B, D#, F#, A","71, 75, 78, 81","0, 4, 7, 10"
Bmaj7,5,"B, D#, F#, A#","71, 75, 78, 82","0, 4, 7, 11"
Bmin7,5,"B, D, F#, A","71, 74, 78, 81","0, 3, 7, 10"
Bminmaj7,5,"B, D, F#, A#","71, 74, 78, 82","0, 3, 7, 11"
Bdim,5,"B, D, F","71, 74, 77","0, 3, 6"
Baug,5,"B, D#, G","71, 75, 79","0, 4, 8"
Baug(b7),5,"B, D#, G, A#","71, 75, 79, 82","0, 4, 8, 11"
Bsus2,5,"B, C#, F#","71, 73, 78","0, 2, 7"
Bsus4,5,"B, E, F#","71, 76, 78","0, 5, 7"
B9,5,"B, D#, F#, A, C#","71, 75, 78, 81, 85","0, 4, 7, 10, 14"
B11,5,"B, D#, F#, A, C#, E","71, 75, 78, 81, 85, 88","0, 4, 7, 10, 14, 17"
B13,5,"B, D#, F#, A, C#, E, G#","71, 75, 78, 81, 85, 88, 92","0, 4, 7, 10, 14, 17, 21"
Bmin9,5,"B, D, F#, A, C#","71, 74, 78, 81, 85","0, 3, 7, 10, 14"
Bmin11,5,"B, D, F#, A, C#, E","71, 74, 78, 81, 85, 88","0, 3, 7, 10, 14, 17"
Bmin13,5,"B, D, F#, A, C#, E, G#","71, 74, 78, 81, 85, 88, 92","0, 3, 7, 10, 14, 17, 21"
Bmaj6,5,"B, D#, F#, G#","71, 75, 78, 80","0, 4, 7, 9"
Bb6,5,"B, D#, F#, G","71, 75, 78, 79","0, 4, 7, 8"
Bb3,5,"B, C#, D#, F#","71, 73, 75, 78","0, 2, 4, 7"
B#9,5,"B, D#, F#, D","71, 75, 78, 86","0, 4, 7, 15"
Bdim7,5,"B, D, F, G#","71, 74, 77, 80","0, 3, 6, 9"
Bmin6,5,"B, D, F#, G#","71, 74, 78, 80","0, 3, 7, 9"
Bmaj9,5,"B, D#, F#, A#, C#","71, 75, 78, 82, 85","0, 4, 7, 11, 14"
B7sus4,5,"B, E, F#, A","71, 76, 78, 81","0, 5, 7, 10"
B7sus2,5,"B, C#, F#, A","71, 73, 78, 81","0, 2, 7, 10"
B7b5,5,"B, D#, F, A","71, 75, 77, 81","0, 4, 6, 10"
B7#5,5,"B, D#, G, A","71, 75, 79, 81","0, 4, 8, 10"
B7b9,5,"B, D#, F#, A, C","71, 75, 78, 81, 84","0, 4, 7, 10, 13"
B#4,5,"B, F, F#","71, 77, 78","0, 6, 7"
B7#9,5,"B, D#, F#, A, D","71, 75, 78, 81, 86","0, 4, 7, 10, 15"
Bhdim,5,"B, D, F, A","71, 74, 77, 81","0, 3, 6, 10"
Cmaj,6,"C, E, G","72, 76, 79","0, 4, 7"
Cmin,6,"C, D#, G","72, 75, 79","0, 3, 7"
C7,6,"C, E, G, A#","72, 76, 79, 82","0, 4, 7, 10"
Cmaj7,6,"C, E, G, B","72, 76, 79, 83","0, 4, 7, 11"
Cmin7,6,"C, D#, G, A#","72, 75, 79, 82","0, 3, 7, 10"
Cminmaj7,6,"C, D#, G, B","72, 75, 79, 83","0, 3, 7, 11"
Cdim,6,"C, D#, F#","72, 75, 78","0, 3, 6"
Caug,6,"C, E, G#","72, 76, 80","0, 4, 8"
Caug(b7),6,"C, E, G#, B","72, 76, 80, 83","0, 4, 8, 11"
Csus2,6,"C, D, G","72, 74, 79","0, 2, 7"
Csus4,6,"C, F, G","72, 77, 79","0, 5, 7"
C9,6,"C, E, G, A#, D","72, 76, 79, 82, 86","0, 4, 7, 10, 14"
C11,6,"C, E, G, A#, D, F","72, 76, 79, 82, 86, 89","0, 4, 7, 10, 14, 17"
C13,6,"C, E, G, A#, D, F, A","72, 76, 79, 82, 86, 89, 93","0, 4, 7, 10, 14, 17, 21"
Cmin9,6,"C, D#, G, A#, D","72, 75, 79, 82, 86","0, 3, 7, 10, 14"
Cmin11,6,"C, D#, G, A#, D, F","72, 75, 79, 82, 86, 89","0, 3, 7, 10, 14, 17"
Cmin13,6,"C, D#, G, A#, D, F, A","72, 75, 79, 82, 86, 89, 93","0, 3, 7, 10, 14, 17, 21"
Cmaj6,6,"C, E, G, A","72, 76, 79, 81","0, 4, 7, 9"
Cb6,6,"C, E, G, G#","72, 76, 79, 80","0, 4, 7, 8"
Cb3,6,"C, D, E, G","72, 74, 76, 79","0, 2, 4, 7"
